,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
1016,Sedum album,hvitbergknapp,6,Sedum album,,63556,103596,Sedum album,L.,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,hvitbergknapp,kvitbergknapp,,5362008
1017,Sedum anglicum,kystbergknapp,2,Sedum anglicum,,63557,103597,Sedum anglicum,Huds.,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,kystbergknapp,kystbergknapp,,5687974
1018,Sedum annuum,småbergknapp,2,Sedum annuum,,137565,103598,Sedum annuum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,småbergknapp,småbergknapp,,5362038
1019,Sedum rupestre,broddbergknapp,1,Sedum rupestre,,137569,103601,Sedum rupestre,L.,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,broddbergknapp,broddbergknapp,,5362043
1020,Selaginella selaginoides,dvergjamne,22,Selaginella selaginoides,,137578,103862,Selaginella selaginoides,(L.) P.Beauv. ex Mart. & Schrank,species,,,Plantae,Pteridophyta,Lycopsida,Selaginellales,Selaginellaceae,Selaginella,,,,Plantae Pteridophyta Lycopsida Selaginellales Selaginellaceae Selaginella,dvergjamne,dvergjamne,,2688197
1021,Selinum carvifolia,krusfrø,1,Selinum carvifolia,,60324,100364,Selinum carvifolia,(L.) L.,species,,,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Selinum,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Selinum,krusfrø,krusfrø,,5371781
1022,Senecio viscosus,klistersvineblom,3,Senecio viscosus,,60765,100805,Senecio viscosus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Senecio,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Senecio,klistersvineblom,klistersvineblom,,3107855
1023,Senecio vulgaris,åkersvineblom,5,Senecio vulgaris,,60766,100806,Senecio vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Senecio,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Senecio,åkersvineblom,åkersvineblom,,3108983
1024,Seseli libanotis,hjorterot,1,Seseli libanotis,,137601,100366,Seseli libanotis,(L.) W.D.J.Koch,species,,,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Seseli,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Seseli,hjorterot,hjorterot,,3034133
1025,Sibbaldia procumbens,trefingerurt,15,Sibbaldia procumbens,,63435,103475,Sibbaldia procumbens,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Sibbaldia,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Sibbaldia,trefingerurt,trefingerurt,,3025029
1026,Silene acaulis,fjellsmelle,22,Silene acaulis,,137641,101552,Silene acaulis,(L.) Jacq.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,fjellsmelle,fjellsmelle,,5384754
1027,Silene dioica,rød jonsokblom,10,Silene dioica,,137661,101557,Silene dioica,(L.) Clairv.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,rød jonsokblom,raud jonsokblom,,5384795
1028,Silene latifolia,hvit jonsokblom,3,Silene latifolia,,61522,101562,Silene latifolia,Poir.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,hvit jonsokblom,kvit jonsokblom,,5384805
1029,Silene nutans,nikkesmelle,3,Silene nutans,,61525,101565,Silene nutans,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,nikkesmelle,nikkesmelle,,5384781
1030,Silene uniflora,strandsmelle,5,Silene uniflora,,144171,101569,Silene uniflora,Roth,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,strandsmelle,strandsmelle,,6364786
1031,Silene vulgaris,engsmelle,2,Silene vulgaris,,144179,101572,Silene vulgaris,(Moench) Garcke,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,engsmelle,engsmelle,,5384802
1032,Silene wahlbergella,blindurt,3,Silene wahlbergella,,137795,101573,Silene wahlbergella,Chowdhuri,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,blindurt,blindurt,,6364634
1033,Solanum dulcamara,slyngsøtvier,3,Solanum dulcamara,,63713,103753,Solanum dulcamara,L.,species,,,Plantae,Magnoliophyta,Eudicots,Solanales,Solanaceae,Solanum,,,,Plantae Magnoliophyta Eudicots Solanales Solanaceae Solanum,slyngsøtvier,slyngsøtvier,,2932737
1034,Solidago canadensis,kanadagullris,1,Solidago canadensis,,60776,100816,Solidago canadensis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Solidago,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Solidago,kanadagullris,kanadagullris,,5389029
1035,Solidago virgaurea,gullris,42,Solidago virgaurea,,60780,100820,Solidago virgaurea,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Solidago,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Solidago,gullris,gullris,,6446462
1036,Solorina crocea,safranlav,6,Solorina crocea,,54490,78517,Solorina crocea,(L.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Solorina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Solorina,safranlav,,,2601134
1037,Solorina saccata,vanlig skållav,2,Solorina saccata,,54493,78520,Solorina saccata,(L.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Solorina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Solorina,vanlig skållav,,,2601135
1038,Solorina spongiosa,svampskållav,1,Solorina spongiosa,,54495,78522,Solorina spongiosa,(Ach.) Anzi,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Solorina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Solorina,svampskållav,,,2601133
1039,Sonchus arvensis,åkerdylle,10,Sonchus arvensis,,60786,100826,Sonchus arvensis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Sonchus,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Sonchus,åkerdylle,åkerdylle,,3105813
1040,Sonchus asper,stivdylle,1,Sonchus asper,,137871,100829,Sonchus asper,(L.) Hill,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Sonchus,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Sonchus,stivdylle,stivdylle,,3105782
1041,Sonchus oleraceus,haredylle,3,Sonchus oleraceus,,60790,100830,Sonchus oleraceus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Sonchus,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Sonchus,haredylle,haredylle,,3105754
1042,Sorbus aucuparia,rogn,8,Sorbus aucuparia,,137885,103483,Sorbus aucuparia,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Sorbus,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Sorbus,rogn,rogn,,3012167
1043,Sorbus hybrida,rognasal,2,Sorbus hybrida,,137899,103486,Sorbus hybrida,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Sorbus,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Sorbus,rognasal,rognasal,,3012400
1044,Sparganium emersum,rankpiggknopp,2,Sparganium emersum,,137933,100236,Sparganium emersum,Rehmann,species,,,Plantae,Magnoliophyta,Monocots,Poales,Typhaceae,Sparganium,,,,Plantae Magnoliophyta Monocots Poales Typhaceae Sparganium,rankpiggknopp,stautpiggknopp,,2702266
1045,Sparganium erectum,kjempepiggknopp,1,Sparganium erectum,,137934,100237,Sparganium erectum,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Typhaceae,Sparganium,,,,Plantae Magnoliophyta Monocots Poales Typhaceae Sparganium,kjempepiggknopp,kjempepiggknopp,,2702321
1046,Sparganium natans,småpiggknopp,1,Sparganium natans,,137953,100243,Sparganium natans,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Typhaceae,Sparganium,,,,Plantae Magnoliophyta Monocots Poales Typhaceae Sparganium,småpiggknopp,småpiggknopp,,2702384
1047,Spergula arvensis,linbendel,5,Spergula arvensis,,137956,101575,Spergula arvensis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergula,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergula,linbendel,linbendel,,3085810
1048,Spergula morisonii,vårbendel,2,Spergula morisonii,,137965,101580,Spergula morisonii,Boreau,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergula,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergula,vårbendel,vårbendel,,3085811
1049,Spergularia media,havbendel,1,Spergularia media,,144200,101582,Spergularia media,(L.) C.Presl,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergularia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergularia,havbendel,havbendel,,3085640
1050,Spergularia salina,saltbendel,4,Spergularia salina,,137987,101585,Spergularia salina,J.Presl & C.Presl,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergularia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergularia,saltbendel,saltbendel,,3085648
1051,Sphaerophorus fragilis,grå korallav,1,Sphaerophorus fragilis,,51293,75320,Sphaerophorus fragilis,(L.) Pers.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Sphaerophoraceae Sphaerophorus,grå korallav,,,5261340
1052,Sphaerophorus globosus,brun korallav,6,Sphaerophorus globosus,,51294,75321,Sphaerophorus globosus,(Hudson) Vainio,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Sphaerophoraceae Sphaerophorus,brun korallav,,,5261338
1053,Sphagnum angustifolium,klubbetorvmose,7,Sphagnum angustifolium,,64942,104982,Sphagnum angustifolium,(C.E.O.Jensen ex Russow) C.E.O.Jensen,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,klubbetorvmose,klubbetorvmose,,2668960
1054,Sphagnum annulatum agg.,pisktorvmose,1,Sphagnum annulatum,,64943,104983,Sphagnum annulatum,H.Lindb. ex Warnst.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,pisktorvmose,pisktorvmose,,2669169
1055,Sphagnum auriculatum,horntorvmose,1,Sphagnum auriculatum,,64946,104986,Sphagnum auriculatum,Schimp.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,horntorvmose,horntorvmose,,4280844
1056,Sphagnum balticum,svelttorvmose,4,Sphagnum balticum,,64948,104988,Sphagnum balticum,(Russow) C.E.O.Jensen,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,svelttorvmose,svelttorvmose,,2669138
1057,Sphagnum capillifolium,furutorvmose,4,Sphagnum capillifolium,,64949,104989,Sphagnum capillifolium,(Ehrh.) Hedw.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,furutorvmose,furutorvmose,,2669015
1058,Sphagnum centrale,kratt-torvmose,3,Sphagnum centrale,,64950,104990,Sphagnum centrale,C.E.O.Jensen,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,kratt-torvmose,kratt-torvmose,,2669004
1059,Sphagnum compactum,stivtorvmose,4,Sphagnum compactum,,64951,104991,Sphagnum compactum,Lam. & DC.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Rigida,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Rigida,stivtorvmose,stivtorvmose,,2668959
1060,Sphagnum contortum,vritorvmose,1,Sphagnum contortum,,64953,104993,Sphagnum contortum,Schultz,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,vritorvmose,vritorvmose,,2669208
1061,Sphagnum cuspidatum,vasstorvmose,1,Sphagnum cuspidatum,,64954,104994,Sphagnum cuspidatum,Ehrh. ex Hoffm.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,vasstorvmose,vasstorvmose,,2669112
1062,Sphagnum divinum,Abelstorvmose,7,Sphagnum divinum,,160475,186465,Sphagnum divinum,Flatberg & Hassel,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,Abelstorvmose,Abelstorvmose,,10025353
1063,Sphagnum fallax agg.,broddtorvmose,1,Sphagnum fallax,,64955,104995,Sphagnum fallax,(H.Klinggr.) H.Klinggr.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,broddtorvmose,broddtorvmose,,2669002
1064,Sphagnum flexuosum,silketorvmose,1,Sphagnum flexuosum,,64957,104997,Sphagnum flexuosum,Dozy & Molk.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,silketorvmose,,,2669235
1065,Sphagnum fuscum,rusttorvmose,1,Sphagnum fuscum,,64958,104998,Sphagnum fuscum,(Schimp.) H.Klinggr.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,rusttorvmose,rusttorvmose,,2669215
1066,Sphagnum girgensohnii,grantorvmose,11,Sphagnum girgensohnii,,64959,104999,Sphagnum girgensohnii,Russow,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,grantorvmose,grantorvmose,,2669241
1067,Sphagnum lindbergii,bjørnetorvmose,2,Sphagnum lindbergii,,64962,105002,Sphagnum lindbergii,Schimp.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,bjørnetorvmose,bjørnetorvmose,,2669078
1068,Sphagnum medium,kjøtt-torvmose,4,Sphagnum medium,,160474,186464,Sphagnum medium,Limpr.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,kjøtt-torvmose,kjøtt-torvmose,,7530037
1069,Sphagnum majus,lurvtorvmose,1,Sphagnum majus,,64964,105004,Sphagnum majus,(Russow) C.E.O.Jensen,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,lurvtorvmose,lurvtorvmose,,2668990
1070,Sphagnum palustre,sumptorvmose,3,Sphagnum palustre,,64970,105010,Sphagnum palustre,L.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,sumptorvmose,sumptorvmose,,2669006
1071,Sphagnum papillosum,vortetorvmose,5,Sphagnum papillosum,,64971,105011,Sphagnum papillosum,Lindb.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,vortetorvmose,vortetorvmose,,2668996
1072,Sphagnum platyphyllum,skeitorvmose,1,Sphagnum platyphyllum,,64972,105012,Sphagnum platyphyllum,(Lindb. ex Braithw.) Warnst.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,skeitorvmose,skeitorvmose,,2669200
1073,Sphagnum pulchrum,fagertorvmose,1,Sphagnum pulchrum,,64973,105013,Sphagnum pulchrum,(Lindb. ex Braithw.) Warnst.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,fagertorvmose,fagertorvmose,,2669170
1074,Sphagnum quinquefarium,lyngtorvmose,4,Sphagnum quinquefarium,,64974,105014,Sphagnum quinquefarium,(Braithw.) Warnst.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,lyngtorvmose,lyngtorvmose,,2669139
1075,Sphagnum riparium,skartorvmose,1,Sphagnum riparium,,64975,105015,Sphagnum riparium,Ångstr.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,skartorvmose,skartorvmose,,2669069
1076,Sphagnum rubellum,rødtorvmose,4,Sphagnum rubellum,,64976,105016,Sphagnum rubellum,Wilson,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,rødtorvmose,raudtorvmose,,2668995
1077,Sphagnum russowii,tvaretorvmose,7,Sphagnum russowii,,64978,105018,Sphagnum russowii,Warnst.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,tvaretorvmose,tvaretorvmose,,2668970
1078,Sphagnum squarrosum,spriketorvmose,4,Sphagnum squarrosum,,64979,105019,Sphagnum squarrosum,Crome,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,spriketorvmose,sprikjetorvmose,,2669113
1079,Sphagnum strictum,heitorvmose,2,Sphagnum strictum,,64980,105020,Sphagnum strictum,Sull.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Rigida,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Rigida,heitorvmose,heitorvmose,,2669156
1080,Sphagnum subfulvum,lapptorvmose,1,Sphagnum subfulvum,,64981,105021,Sphagnum subfulvum,Sjörs,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,lapptorvmose,lapptorvmose,,2669081
1081,Sphagnum subsecundum,kroktorvmose,3,Sphagnum subsecundum,,64987,105027,Sphagnum subsecundum,Nees,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,kroktorvmose,kroktorvmose,,2668981
1082,Sphagnum tenellum,dvergtorvmose,5,Sphagnum tenellum,,64988,105028,Sphagnum tenellum,(Brid.) Pers. ex Brid.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,dvergtorvmose,dvergtorvmose,,2669251
1083,Sphagnum teres,beitetorvmose,5,Sphagnum teres,,64989,105029,Sphagnum teres,(Schimp.) Ångstr.,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,beitetorvmose,beitetorvmose,,2669224
1084,Sphagnum warnstorfii,rosetorvmose,10,Sphagnum warnstorfii,,64992,105032,Sphagnum warnstorfii,Russow,species,,,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,rosetorvmose,rosetorvmose,,4280791
1085,Sporastatia testudinea,,2,Sporastatia testudinea,,44894,68921,Sporastatia testudinea,(Ach.) Massal.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Catillariaceae,Sporastatia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Catillariaceae Sporastatia,,,,2607508
1086,Squamarina cartilaginea,bruskkalkskjell,1,Squamarina cartilaginea,,51075,75102,Squamarina cartilaginea,(With.) P. James,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Squamarina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ramalinaceae Squamarina,bruskkalkskjell,,,2608508
1087,Stachys palustris,åkersvinerot,5,Stachys palustris,,144490,102378,Stachys palustris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Stachys,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Stachys,åkersvinerot,åkersvinerot,,2927245
1088,Stachys sylvatica,skogsvinerot,3,Stachys sylvatica,,138037,102380,Stachys sylvatica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Stachys,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Stachys,skogsvinerot,skogsvinerot,,2927282
1089,Stellaria borealis,fjellstjerneblom,10,Stellaria borealis,,144208,101589,Stellaria borealis,Bigelow,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,fjellstjerneblom,fjellstjerneblom,,5384671
1090,Stellaria crassifolia,saftstjerneblom,2,Stellaria crassifolia,,61550,101590,Stellaria crassifolia,Ehrh.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,saftstjerneblom,saftstjerneblom,,5384660
1091,Stellaria graminea,grasstjerneblom,8,Stellaria graminea,,61554,101594,Stellaria graminea,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,grasstjerneblom,grasstjerneblom,,5384616
1092,Stellaria humifusa,ishavsstjerneblom,2,Stellaria humifusa,,61557,101597,Stellaria humifusa,Rottb.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,ishavsstjerneblom,ishavsstjerneblom,,5384598
1093,Stellaria longipes,snøstjerneblom,4,Stellaria longipes,,146098,101599,Stellaria longipes,Goldie,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,snøstjerneblom,snøstjerneblom,,5384620
1094,Stellaria media,vassarve,10,Stellaria media,,138066,101601,Stellaria media,(L.) Vill.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,vassarve,vassarve,,5384604
1095,Stellaria nemorum,skogstjerneblom,5,Stellaria nemorum,,61562,101602,Stellaria nemorum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,skogstjerneblom,skogstjerneblom,,6363434
1096,Stellaria palustris,myrstjerneblom,3,Stellaria palustris,,138079,101603,Stellaria palustris,Ehrh. ex Retz.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Stellaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Stellaria,myrstjerneblom,myrstjerneblom,,5384661
