,Unnamed: 0,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
85,85,Arenaria pseudofrigida,kalkarve,1,Arenaria pseudofrigida,,130624,101449,Arenaria pseudofrigida,(Ostenf. & O.C.Dahl) Schischk. & Knorring,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Arenaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Arenaria,kalkarve,kalkarve,,5384492.0
86,86,Arenaria serpyllifolia,sandarve,7,Arenaria serpyllifolia,,61410,101450,Arenaria serpyllifolia,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Arenaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Arenaria,sandarve,sandarve,,5384468.0
87,87,Armeria maritima,fjærekoll,10,Armeria maritima,,130638,101631,Armeria maritima,(Mill.) Willd.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Plumbaginaceae,Armeria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Plumbaginaceae Armeria,fjærekoll,fjørekoll,,3082289.0
88,88,Arnica montana,solblom,1,Arnica montana,,60390,100430,Arnica montana,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Arnica,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Arnica,solblom,solblom,,5405976.0
89,89,Arrhenatherum elatius,hestehavre,1,Arrhenatherum elatius,,130681,99907,Arrhenatherum elatius,(L.) P.Beauv. ex J.Presl & C.Presl,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Arrhenatherum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Arrhenatherum,hestehavre,hestehavre,,2704505.0
90,90,Artemisia campestris,markmalurt,3,Artemisia campestris,,60397,100437,Artemisia campestris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Artemisia,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Artemisia,markmalurt,markmalurt,,3121461.0
91,91,Artemisia norvegica,norsk malurt,1,Artemisia norvegica,,60400,100440,Artemisia norvegica,Fr.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Artemisia,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Artemisia,norsk malurt,norsk malurt,,3121563.0
92,92,Artemisia vulgaris,burot,12,Artemisia vulgaris,,60403,100443,Artemisia vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Artemisia,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Artemisia,burot,burot,,3120946.0
93,93,Asparagus officinalis,asparges,2,Asparagus officinalis,,59392,99432,Asparagus officinalis,L.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Asparagus,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Asparagus,asparges,asparges,,2768885.0
94,94,Asplenium ruta-muraria,murburkne,1,Asplenium ruta-muraria,,63839,103879,Asplenium ruta-muraria,L.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium,murburkne,murburkne,,2650625.0
95,95,Asplenium septentrionale,olavsskjegg,1,Asplenium septentrionale,,130750,103881,Asplenium septentrionale,(L.) Hoffm.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium,olavsskjegg,olavsskjegg,,2650720.0
96,96,Asplenium trichomanes,svartburkne,1,Asplenium trichomanes,,63842,103882,Asplenium trichomanes,L.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Aspleniaceae Asplenium,svartburkne,svartburkne,,2650662.0
97,97,Asterella gracilis,småslørmose,1,Asterella gracilis,,65442,105482,Asterella gracilis,(F.Weber) Underw.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Aytoniaceae Asterella,småslørmose,småslørmose,,5286285.0
98,98,Asterella lindenbergiana,storslørmose,3,Asterella lindenbergiana,,65443,105483,Asterella lindenbergiana,(Corda ex Nees) Arnell,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Aytoniaceae,Asterella,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Aytoniaceae Asterella,storslørmose,storslørmose,,5710096.0
99,99,Astragalus alpinus,setermjelt,19,Astragalus alpinus,,144385,101898,Astragalus alpinus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,setermjelt,setermjelt,,5345014.0
100,100,Astragalus frigidus,gulmjelt,4,Astragalus frigidus,,130782,101902,Astragalus frigidus,(L.) A.Gray,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,gulmjelt,gulmjelt,,5343710.0
101,101,Astragalus glycyphyllos,lakrismjelt,3,Astragalus glycyphyllos,,130786,101903,Astragalus glycyphyllos,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,lakrismjelt,lakrismjelt,,5346998.0
102,102,Astragalus norvegicus,blåmjelt,5,Astragalus norvegicus,,130790,101904,Astragalus norvegicus,Grauer,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Astragalus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Astragalus,blåmjelt,blåmjelt,,5344527.0
103,103,Athalamia hyalina,navlemose,1,Athalamia hyalina,,65448,105488,Athalamia hyalina,(Sommerf.) S.Hatt.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Cleveaceae,Athalamia,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Cleveaceae Athalamia,navlemose,navlemose,,2688624.0
104,104,Athallia scopularis,,2,Athallia scopularis,,104529,144964,Athallia scopularis,,species,,,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Athallia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Teloschistales Teloschistaceae Athallia,,,,7719474.0
105,105,Athyrium distentifolium,fjellburkne,9,Athyrium distentifolium,,130805,103924,Athyrium distentifolium,Tausch ex Opiz,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Athyriaceae Athyrium,fjellburkne,fjellburkne,,5275045.0
106,106,Athyrium filix-femina,skogburkne,9,Athyrium filix-femina,,130811,103925,Athyrium filix-femina,(L.) Roth,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Athyriaceae,Athyrium,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Athyriaceae Athyrium,skogburkne,skogburkne,,5275044.0
107,107,Atocion rupestre,småsmelle,5,Atocion rupestre,,130822,101455,Atocion rupestre,(L.) Oxelman,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Atocion,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Atocion,småsmelle,småsmelle,,3816070.0
108,108,Atrichum undulatum,stortaggmose,3,Atrichum undulatum,,64806,104846,Atrichum undulatum,(Hedw.) P.Beauv.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Atrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Atrichum,stortaggmose,stortaggmose,,2673299.0
109,109,Atriplex glabriuscula,bruskmelde,1,Atriplex glabriuscula,,130825,101360,Atriplex glabriuscula,Edmondston,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,bruskmelde,bruskmelde,,3083660.0
110,110,Atriplex lapponica,kolamelde,1,Atriplex lapponica,,130839,101365,Atriplex lapponica,Pojark.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,kolamelde,kolamelde,,3758161.0
111,111,Atriplex littoralis,strandmelde,3,Atriplex littoralis,,130842,101366,Atriplex littoralis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,strandmelde,strandmelde,,3083696.0
112,112,Atriplex longipes,skaftmelde,1,Atriplex longipes,,130843,101367,Atriplex longipes,Drejer,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,skaftmelde,skaftmelde,,3757720.0
113,113,Atriplex prostrata,fjæremelde,4,Atriplex prostrata,,130852,101371,Atriplex prostrata,Bouch. ex DC.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Atriplex,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Atriplex,fjæremelde,fjøremelde,,3083786.0
114,114,Aulacomnium palustre,myrfiltmose,6,Aulacomnium palustre,,63962,104002,Aulacomnium palustre,(Hedw.) Schwägr.,species,,,Plantae,Bryophyta,Bryopsida,Rhizogoniales,Aulacomniaceae,Aulacomnium,,,,Plantae Bryophyta Bryopsida Rhizogoniales Aulacomniaceae Aulacomnium,myrfiltmose,myrfiltmose,,2675979.0
115,115,Aulacomnium turgidum,fjellfiltmose,5,Aulacomnium turgidum,,63963,104003,Aulacomnium turgidum,(Wahlenb.) Schwägr.,species,,,Plantae,Bryophyta,Bryopsida,Rhizogoniales,Aulacomniaceae,Aulacomnium,,,,Plantae Bryophyta Bryopsida Rhizogoniales Aulacomniaceae Aulacomnium,fjellfiltmose,fjellfiltmose,,2675975.0
116,116,Avena sativa,havre,1,Avena sativa,,145691,99914,Avena sativa,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Avena,,,,Plantae Magnoliophyta Monocots Poales Poaceae Avena,havre,havre,,2705290.0
117,117,Avenella flexuosa,smyle,55,Avenella flexuosa,,130879,99919,Avenella flexuosa,(L.) Drejer,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Avenella,,,,Plantae Magnoliophyta Monocots Poales Poaceae Avenella,smyle,smyle,,4149465.0
118,118,Barbarea stricta,stakekarse,3,Barbarea stricta,,130912,101101,Barbarea stricta,Andrz. ex Besser,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Barbarea,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Barbarea,stakekarse,stakekarse,,5374614.0
119,119,Barbarea vulgaris,vinterkarse,4,Barbarea vulgaris,,130915,101103,Barbarea vulgaris,R.Br.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Barbarea,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Barbarea,vinterkarse,vinterkarse,,5708780.0
120,120,Barbilophozia attenuata,piskskjeggmose,1,Barbilophozia attenuata,,65235,105275,Barbilophozia attenuata,(Mart.) Loeske,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Anastrophyllaceae Barbilophozia,piskskjeggmose,piskskjeggmose,,4277450.0
121,121,Barbilophozia floerkei,lyngskjeggmose,13,Barbilophozia floerkei,,65238,105278,Barbilophozia floerkei,(F.Weber et D.Mohr) Loeske,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Anastrophyllaceae Barbilophozia,lyngskjeggmose,lyngskjeggmose,,7259120.0
122,122,Barbilophozia lycopodioides,gåsefotskjeggmose,22,Barbilophozia lycopodioides,,65241,105281,Barbilophozia lycopodioides,(Wallr.) Loeske,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Barbilophozia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Anastrophyllaceae Barbilophozia,gåsefotskjeggmose,gåsefotskjeggmose,,2689429.0
123,123,Bartsia alpina,svarttopp,26,Bartsia alpina,,138902,102419,Bartsia alpina,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Bartsia,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Bartsia,svarttopp,svarttopp,,3170807.0
124,124,Bazzania trilobata,storstylte,1,Bazzania trilobata,,65212,105252,Bazzania trilobata,(L.) Gray,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Bazzania,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lepidoziaceae Bazzania,storstylte,storstylte,,2689063.0
125,125,Berberis vulgaris,berberis,3,Berberis vulgaris,,62956,102996,Berberis vulgaris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Berberidaceae,Berberis,,,,Plantae Magnoliophyta Eudicots Ranunculales Berberidaceae Berberis,berberis,berberis,,3033894.0
126,126,Betula nana ssp. nana,dvergbjørk,19,Betula nana nana,,138934,102137,Betula nana nana,,subspecies,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Betula,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Betula Betula nana,dvergbjørk,dvergbjørk,,5332004.0
127,127,Betula pendula,hengebjørk,1,Betula pendula,,144015,102139,Betula pendula,Roth,species,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Betula,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Betula,hengebjørk,hengjebjørk,,5331916.0
128,128,Betula pubescens,bjørk,23,Betula pubescens,,144032,102142,Betula pubescens,Ehrh.,species,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Betula,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Betula,bjørk,bjørk,,9118014.0
129,129,Betula spp.,bjørkearter,2,Betula,,62095,102135,Betula,L.,genus,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae,bjørkeslekta,bjørkeslekta,,2875008.0
130,130,Bidens cernua,nikkebrønsle,1,Bidens cernua,,130932,100452,Bidens cernua,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Bidens,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Bidens,nikkebrønsle,nikkebrønsle,,5391710.0
131,131,Bidens tripartita,flikbrønsle,2,Bidens tripartita,,130938,100458,Bidens tripartita,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Bidens,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Bidens,flikbrønsle,flikbrønsle,,5391862.0
132,132,Bistorta vivipara,harerug,43,Bistorta vivipara,,130957,102902,Bistorta vivipara,(L.) Delarbre,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Bistorta,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Bistorta,harerug,harerug,,2889299.0
133,133,Blasia pusilla,flekkmose,1,Blasia pusilla,,65446,105486,Blasia pusilla,L.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Blasiales,Blasiaceae,Blasia,,,,Plantae Marchantiophyta Marchantiopsida Blasiales Blasiaceae Blasia,flekkmose,flekkmose,,2688661.0
134,134,Blechnum spicant,bjørnekam,4,Blechnum spicant,,130959,103888,Blechnum spicant,(L.) Roth,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Blechnaceae Blechnum,bjørnekam,bjørnekam,,2651533.0
135,135,Blepharostoma trichophyllum,piggtrådmose,4,Blepharostoma trichophyllum,,65329,105369,Blepharostoma trichophyllum,(L.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Pseudolepicoleaceae,Blepharostoma,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Pseudolepicoleaceae Blepharostoma,piggtrådmose,piggtrådmose,,5286361.0
136,136,Blindia acuta,rødmesigmose,5,Blindia acuta,,64398,104438,Blindia acuta,(Hedw.) Bruch & Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Grimmiales,Seligeriaceae,Blindia,,,,Plantae Bryophyta Bryopsida Grimmiales Seligeriaceae Blindia,rødmesigmose,rødmesigmose,,2670176.0
137,137,Blysmopsis rufa,rustsivaks,2,Blysmopsis rufa,,130962,99599,Blysmopsis rufa,(Huds.) Oteng-Yeboah,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Blysmopsis,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Blysmopsis,rustsivaks,rustsivaks,,2710648.0
138,138,Bolboschoenus maritimus,havsivaks,2,Bolboschoenus maritimus,,130987,99603,Bolboschoenus maritimus,(L.) Palla,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Bolboschoenus,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Bolboschoenus,havsivaks,havsivaks,,2718307.0
139,139,Botrychium boreale,fjellmarinøkkel,2,Botrychium boreale,,130992,103968,Botrychium boreale,J.Milde,species,,,Plantae,Psilophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,,,,Plantae Psilophyta Psilotopsida Ophioglossales Ophioglossaceae Botrychium,fjellmarinøkkel,fjellmarinøkkel,,2650163.0
140,140,Botrychium lunaria,marinøkkel,4,Botrychium lunaria,,130995,103970,Botrychium lunaria,(L.) Sw.,species,,,Plantae,Psilophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Botrychium,,,,Plantae Psilophyta Psilotopsida Ophioglossales Ophioglossaceae Botrychium,marinøkkel,marinøkkel,,2650165.0
141,141,Brachythecium albicans,bleiklundmose,2,Brachythecium albicans,,64501,104541,Brachythecium albicans,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,bleiklundmose,bleiklundmose,,2679866.0
142,142,Brachythecium rivulare,sumplundmose,3,Brachythecium rivulare,,64509,104549,Brachythecium rivulare,Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,sumplundmose,sumplundmose,,2679967.0
143,143,Brachythecium rutabulum,storlundmose,4,Brachythecium rutabulum,,64510,104550,Brachythecium rutabulum,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,storlundmose,storlundmose,,2679898.0
144,144,Brachythecium salebrosum,lilundmose,4,Brachythecium salebrosum,,64511,104551,Brachythecium salebrosum,(Hoffm. ex F.Weber & D.Mohr) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,lilundmose,lilundmose,,2680036.0
145,145,Brachythecium turgidum,fjell-lundmose,1,Brachythecium turgidum,,64513,104553,Brachythecium turgidum,(C.Hartmann) Kindb.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Brachythecium,fjell-lundmose,fjell-lundmose,,2679947.0
146,146,Brassica napus ssp. oleifera,raps,1,Brassica napus oleifera,,145639,101115,Brassica napus oleifera,(Moench) DC.,subspecies,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Brassica,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Brassica Brassica napus,raps,raps,,3042644.0
147,147,Braya glabella ssp. purpurascens,purpurkarse,1,Braya glabella purpurascens,,144067,101126,Braya glabella purpurascens,(R.Br.) Cody,subspecies,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Braya,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Braya Braya glabella,purpurkarse,purpurkarse,,5373823.0
148,148,Breidleria pratensis,skrukkemose,1,Breidleria pratensis,,64614,104654,Breidleria pratensis,(W.D.J.Koch ex Spruce) Loeske,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Breidleria,,,,Plantae Bryophyta Bryopsida Hypnales Hypnaceae Breidleria,skrukkemose,skrukkemose,,4279330.0
149,149,Breutelia chrysocoma,gullhårmose,4,Breutelia chrysocoma,,63971,104011,Breutelia chrysocoma,(Hedw.) Lindb.,species,,,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Breutelia,,,,Plantae Bryophyta Bryopsida Bartramiales Bartramiaceae Breutelia,gullhårmose,gullhårmose,,2676330.0
150,150,Briza media,hjertegras,5,Briza media,,59890,99930,Briza media,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Briza,,,,Plantae Magnoliophyta Monocots Poales Poaceae Briza,hjertegras,hjartegras,,2702789.0
151,151,Brodoa atrofusca,alperabbelav,2,Brodoa atrofusca,,47460,71487,Brodoa atrofusca,(Schaer.) Goward,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Brodoa,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Brodoa,alperabbelav,,,2603773.0
152,152,Brodoa intestiniformis,vanlig rabbelav,3,Brodoa intestiniformis,,47461,71488,Brodoa intestiniformis,(Vill.) Goward,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Brodoa,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Brodoa,vanlig rabbelav,,,2603775.0
153,153,Brodoa oroarctica,fjellrabbelav,2,Brodoa oroarctica,,47462,71489,Brodoa oroarctica,(Krog) Goward,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Brodoa,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Brodoa,fjellrabbelav,,,2603774.0
154,154,Bromopsis inermis,bladfaks,1,Bromopsis inermis,,131082,99935,Bromopsis inermis,(Leyss.) Holub,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Bromopsis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Bromopsis,bladfaks,bladfaks,,4112404.0
155,155,Bromus hordeaceus,lodnefaks,3,Bromus hordeaceus,,144976,99941,Bromus hordeaceus,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Bromus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Bromus,lodnefaks,lodnefaks,,2703777.0
156,156,Bryocaulon divergens,fjelltagg,2,Bryocaulon divergens,,47464,71491,Bryocaulon divergens,(Ach.) Kärnefelt,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryocaulon,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Bryocaulon,fjelltagg,,,3564800.0
157,157,Bryoria bicolor,kort trollskjegg,1,Bryoria bicolor,,47471,71498,Bryoria bicolor,(Ehrh.) Brodo & D. Hawksw.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Bryoria,kort trollskjegg,,,2606567.0
158,158,Bryum alpinum,koppervrangmose,2,Bryum alpinum,,63989,104029,Bryum alpinum,Huds. ex With.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Plantae Bryophyta Bryopsida Bryales Bryaceae Bryum,koppervrangmose,koparvrangmose,,2676860.0
