elementarySegment_id|language_id|key|value
KA.c|en|<class>|slightly low in calcium
KA.c|nb|<class>|litt kalkfattig
KA.de|en|<class>|weak / strong intermediate
KA.de|en|<description>|in woodland characterized by the presence of podsol-like soil profiles; soil typically formed by poorer shale rocks, amphibolite and sandstone
KA.de|nb|<class>|svak/sterk intermediær
KA.de|nb|<description>|i skogsmark karakterisert ved forekomst av podsol-liknende jordprofiler; jord typisk dannet av fattigere skiferbergarter, amfibolitt og sandstein
KA.d|en|<class>|weak intermediate
KA.d|nb|<class>|svak intermediær
KA.e|en|<class>|strong intermediate
KA.e|nb|<class>|sterk intermediær
KA.fg|en|<class>|slightly / rather calcareous
KA.fg|en|<description>|in forest land characterized by the presence of real brown soil profiles; soil typically formed by mica shale and fillites
KA.fg|nb|<class>|litt/temmelig kalkrik
KA.fg|nb|<description>|i skogsmark karakterisert ved forekomst av ekte brunjordsprofiler; jord typisk dannet av glimmerskifer og fyllitter
KA.f|en|<class>|a little calcareous
KA.f|nb|<class>|litt kalkrik
KA.g|en|<class>|rather calcareous
KA.g|nb|<class>|temmelig kalkrik
KA.hi|en|<class>|very / extremely calcareous
KA.hi|en|<description>|characterized by the occurrence of a very large species pool with many less common species; soils typically formed of pure carbonate rocks such as limestone, dolomite and marble; the extreme step (i) comprises sites with direct influence from carbonate rocks, e.g. naked limestone mountain
KA.hi|nb|<class>|svært/ekstremt kalkrik
KA.hi|nb|<description>|karakterisert ved forekomst svært stor artspool med mange mindre vanlige arter; jord typisk dannet av reine karbonatbergarter som kalkstein, dolomitt og marmor; ekstremtrinnet (i) omfatter steder med direkte innflytelse fra karbonatbergarter, f.eks. nakent kalkberg
KA.h|en|<class>|very calcareous
KA.h|nb|<class>|svært kalkrik
KA.i|en|<class>|extremely calcareous
KA.i|nb|<class>|ekstremt kalkrik
KI.0|en|<class>|no source water impact
KI.0|en|<description>|stagnant groundwater (topogenic or topo-limnogenic water supply in wetland systems) or no regular supply of groundwater or moving surface water (normal solid state systems)
KI.0|nb|<class>|ingen kildevannspåvirkning
KI.0|nb|<description>|stagnerende grunnvann (topogen eller topo-limnogen vanntilførsel i våtmarkssystemer) eller ingen regelmessig tilførsel av grunnvann eller bevegelig overflatevann (normale fastmarkssystemer)
KI.a|en|<class>|observable spring water impact
KI.a|en|<description>|supply of moving groundwater without spring water properties (sunny water supply to wetland systems) or regular supply of moving surface water (solid ground systems), but not sufficient for the spring water impact of the species composition to be observable
KI.a|nb|<class>|observerbar kildevannspåvirkning
KI.a|nb|<description>|tilførsel av bevegelig grunnvann uten kildevannsegenskaper (soligen vanntilførsel til våtmarkssystemer) eller regelmessig tilførsel av bevegelig overflatevann (fastmarkssystemer), men ikke tilstrekkelig til at kildevannspåvirkningen av artssammensetningen er observerbar
KI.bc|en|<class>|weak spring water impact
KI.bc|en|<description>|weak spring water impact, but sufficient to give, but sufficient to have an observable effect on the species composition (marked flush effect indicating supply of moving groundwater with spring water properties in mainland systems; spring bogs in wetland systems); = slightly rheogenic soil moisture; in woodland and meadow systems large fern and perennial forest / meadow
KI.bc|nb|<class>|svak kildevanns-påvirkning
KI.bc|nb|<description>|svak kildevannspåvirkning, men tilstrekkelig til å gi, men tilstrekkelig til å ha observerbar effekt på artssammen-setningen (markert flush-effekt som indikerer tilførsel av bevegelig grunnvann med kildevannsegenskaper i fastmarkssystemer; kildemyr i våtmarkssystemer); = svakt rheogen markfukting; i skogsmarks- og engsystemer storbregne- og høgstaudeskog/-eng
KI.d|en|<class>|clear spring water impact (weak source)
KI.d|en|<description>|clear spring water impact, but strong enough to give rise to a wetland system to be typified as a source, but the source is diffuse and weak; = rather weak rheogenic soil moisture
KI.d|nb|<class>|klar kildevannspåvirkning (svak kilde)
KI.d|nb|<description>|klar kildevannspåvirkning, men sterk nok til å gi opphav til et våtmarkssystem som skal typifiseres som kilde, men kilden er diffus og svak; = nokså svak rheogen markfukting  
KI.e|en|<class>|rather strong spring water impact [unstable (astatic) source]
KI.e|en|<description>|very clear spring water impact, strong enough to give rise to a wetland system to be typified as a source; the source is marked as a clear emergence, but without a stable water supply and / or stable temperature; = astatic source, fairly strong rheogenic soil moisture
KI.e|nb|<class>|temmelig sterk kildevannspåvirkning [ustabil (astatisk) kilde]
KI.e|nb|<description>|meget klar kildevannspåvirkning, sterk nok til å gi opphav til et våtmarkssystem som skal typifiseres som kilde; kilden er markert som et tydelig oppkomme, men uten stabil vanntilførsel og/eller stabil temperatur; = astatisk kilde, nokså sterk rheogen markfukting
KI.¤|en|<class>|very strong spring water impact [stable (eustatic) source]
KI.¤|en|<description>|strong (eustatic) source; continuous flow of spring water with almost constant temperature (close to the annual average temperature in the area; = strong rheogenic soil moisture
KI.¤|nb|<class>|svært sterk kildevannspåvirkning [stabil (eustatisk) kilde]
KI.¤|nb|<description>|sterk (eustatisk) kilde; kontinuerlig framspring av kildevann med tilnærmet konstant temperatur (nær årsmiddeltemperaturen i området; = sterk rheogen markfukting
KO.0|en|<class>|isolated
KO.0|en|<description>|water body that is not connected to a major watercourse through an outlet stream or river
KO.0|nb|<class>|isolert
KO.0|nb|<description>|vannforekomst som ikke er forbundet med et større vassdrag gjennom en utløpsbekk eller -elv
KO.¤|en|<class>|part of a larger water system
KO.¤|en|<description>|water body connected to a larger watercourse through an outlet stream or river
KO.¤|nb|<class>|del av større vannsystem
KO.¤|nb|<description>|vannforekomst som er forbundet med et større vassdrag gjennom en utløpsbekk eller -elv
KT.a|en|<class>|basic source
KT.a|en|<description>|concentrated water projection (emergence) surrounded by solid ground (= power source, rheokren)
KT.a|nb|<class>|grunnkilde
KT.a|nb|<description>|konsentrert vannframspring (oppkomme) omgitt av fastmark (= strømkilde, rheokren)
KT.b|en|<class>|peatland source
KT.b|en|<description>|concentrated or diffuse spring water projection surrounded by peatland (= deep spring, swamp spring, helocene)
KT.b|nb|<class>|torvmarkskilde
KT.b|nb|<description>|konsentrert eller diffust kildevannsframspring omgitt av torvmark (= djupkilde, sumpkilde, helokren)
KT.c|en|<class>|fresh water source
KT.c|en|<description>|concentrated groundwater projection below the surface in stagnant or flowing water bodies (often visible as sand or gravel moves) (dam, river and lake source, limnokren)
KT.c|nb|<class>|ferskvannskilde 
KT.c|nb|<description>|konsentrert grunnvannsframspring under overflata i stillestående eller rennende vannforekomst (ofte synlig ved at sand eller grus beveger seg) (dam, elve- og innsjøkilde, limnokren)
KT.d|en|<class>|water- and gas-bearing cold sea source
KT.d|en|<description>|outflow of water and / or gas (CH4, H2S, H2, CO2) on saline bottoms, with an intensity that is not sufficient to carry large amounts of sediment material
KT.d|nb|<class>|vann- og gassførende kald havkilde
KT.d|nb|<description>|utstrømming av vann og/eller gass (CH4, H2S, H2, CO2) på saltvannsbunn, med en intensitet som ikke er tilstrekkelig til å føre med seg større mengder sedimentmateriale
KT.e|en|<class>|mud-bearing cold sea source
KT.e|en|<description>|concentrated outflow of water, gas (mostly CH4) and gas-filled clay which causes strong sedimentation of the area around the outflow point
KT.e|nb|<class>|mudderførende kald havkilde
KT.e|nb|<description>|konsentrert utstrømming av vann, gass (mest CH4) og gassfylt leire som medfører sterk sedimentasjon av området omkring utstrømmingspunktet
KT.f|en|<class>|magmatic sea source
KT.f|en|<description>|concentrated outflow of gas, water and / or magma (liquid rock) from the earth's interior, leading to the formation of a new seabed
KT.f|nb|<class>|magmaførende havkilde
KT.f|nb|<description>|konsentrert utstrømming av gass, vann og/eller magma (flytende stein) fra jordas indre, som fører til dannelse av ny havbunn
KY.0|en|<class>|sea-connected
KY.0|en|<description>|oceanic; which has its main residence in the seawater masses
KY.0|nb|<class>|havtilknyttet
KY.0|nb|<description>|oseanisk; som har hovedoppholdssted i havvannmassene
KY.a|en|<class>|coastal
KY.a|en|<description>|neritic; which has its main residence in the coastal bodies of water
KY.a|nb|<class>|kysttilknyttet
KY.a|nb|<description>|nerittisk; som har hovedoppholdssted i kystvannmassene
LA.0|en|<class>|initial phase
LA.0|en|<description>|with intact signs of extensive disturbance
LA.0|en|Species accumulation index|<0.1
LA.0|nb|<class>|initialfase
LA.0|nb|<description>|med intakt preg av omfattende forstyrrelse
LA.0|nb|Artsakkumuleringsindeks|<0,1
LA.ab|en|<class>|colonization phase
LA.ab|en|<description>|colonization of the substrate in progress, no still no indications of establishment of processes typical of natural soil (the expected state of post-succession)
LA.ab|en|Species accumulation index|0.1-0.25
LA.ab|nb|<class>|koloniseringsfase
LA.ab|nb|<description>|kolonisering av substratet pågår, ingen fortsatt ingen indikasjoner på etablering av prosesser typisk for naturlig mark (den forventete ettersuksesjonstilstanden)
LA.ab|nb|Artsakkumuleringsindeks|0,1-0,25
LA.cd|en|<class>|establishment phase
LA.cd|en|<description>|incipient establishment of a system of natural soil, but most species typical of the post-succession state are missing; Some ecological processes that are typical of natural soil may be established
LA.cd|en|Species accumulation index|0.25-0.5
LA.cd|nb|<class>|etableringsfase
LA.cd|nb|<description>|begynnende etablering av et system med naturlig mark, men de fleste artene som er typisk for ettersuksesjonstilstanden mangler; enkelte økologiske prosesser som er typisk for naturlig mark kan være etablert
LA.cd|nb|Artsakkumuleringsindeks|0,25-0,5
LA.ef|en|<class>|consolidation phase
LA.ef|en|<description>|artssammensetning mer eller mindre dominert av arter typisk for ettersuksesjonstilstanden; prosesser som kjennetegner naturlig mark er tydelig observerbare og artssammensetningen er, eller begynner å bli, strukturert av lokale komplekse miljøvariabler; ett helhetlig økosystem kan være etablert, men dette vil over tid fortsette å endres, f.eks. ved jordsmonnsoppbygging
LA.ef|en|Species accumulation index|0.5-0.9
LA.ef|nb|<class>|konsolideringsfase
LA.ef|nb|<description>|artssammensetning mer eller mindre dominert av arter typisk for ettersuksesjonstilstanden; prosesser som kjennetegner naturlig mark er tydelig observerbare og artssammensetningen er, eller begynner å bli, strukturert av lokale komplekse miljøvariabler; ett helhetlig økosystem kan være etablert, men dette vil over tid fortsette å endres, f.eks. ved jordsmonnsoppbygging
LA.ef|nb|Artsakkumuleringsindeks|0,5-0,9
LA.+|en|<class>|post-succession phase
LA.+|en|<description>|without clear indications that changes that may be related to previous disturbance are still taking place; species composition more or less without species not typical of the post-succession condition; holistic system characterized by processes typical of natural soil
LA.+|en|Species accumulation index|>0.9
LA.+|nb|<class>|ettersuksesjonsfase
LA.+|nb|<description>|uten tydelige indikasjoner på at endringer som kan relateres til tidligere forstyrrelse fortsatt finner sted; artssammensetning mer eller mindre uten arter som ikke er typisk for ettersuksesjons¬tilstanden; helhetlig system kjennetegnet av prosesser som er typisk for naturlig mark
LA.+|nb|Artsakkumuleringsindeks|>0,9
LK.0|en|<class>|living coral reefs
LK.0|en|<description>|coral reefs dominated by living rock corals
LK.0|nb|<class>|levende korallrev
LK.0|nb|<description>|korallrev dominert av levende steinkoraller
LK.+|en|<class>|dead coral reef
LK.+|en|<description>|coral reefs dominated by dead rock corals
LK.+|nb|<class>|dødt korallrev
LK.+|nb|<description>|korallrev dominert av døde steinkoraller
MB.0|en|<class>|not regularly processed
MB.0|en|<description>|land that is not regularly plowed, harrowed or similar (within heavily altered agricultural land: permanent meadow)
MB.0|nb|<class>|ikke regelmessig bearbeidet
MB.0|nb|<description>|mark som ikke regelmessig pløyes, harves eller liknende (innenfor sterkt endret jordbruksmark: varig eng)
MB.+|en|<class>|regularly processed
MB.+|en|<description>|land that is cultivated (plowed, harrowed or similar) regularly (within heavily altered agricultural land: fields)
MB.+|nb|<class>|regelmessig bearbeidet
MB.+|nb|<description>|mark som bearbeides (pløyes, harves eller liknende) regelmessig (innenfor sterkt endret jordbruksmark: åker)
MF.0|en|<class>|solid ground
MF.0|en|<description>|areas which by definition belong to mainland systems
MF.0|nb|<class>|fastmark
MF.0|nb|<description>|områder som etter definisjonen tilhører fastmarkssystemer
MF.ab|en|<class>|bog and swamp forest land
MF.ab|en|<description>|woodland on peatland
MF.ab|nb|<class>|myr- og sumpskogsmark
MF.ab|nb|<description>|skogsmark på torvmark
MF.cd|en|<class>|open mire edge
MF.cd|en|<description>|open peatland (bog) with dominance of species that are also found on solid ground or that are often associated with parts of the bog close to the mainland (so-called ‘mire edge species’)
MF.cd|nb|<class>|åpen myrkant
MF.cd|nb|<description>|åpen torvmark (myr) med dominans av arter som også finnes på fastmark eller som ofte er knyttet til fastmarksnære deler av myra (såkalte ‘myrkantarter’)
MF.ef|en|<class>|open mire expanse
MF.ef|en|<description>|open peatland (bog) with dominance of species that are not found on solid ground and that shepherd near the mainland cover of the bog (so-called ‘bog expanse species’)
MF.ef|nb|<class>|åpen myrflate
MF.ef|nb|<description>|åpen torvmark (myr) med dominans av arter som ikke finnes på fastmark og som skyr fastmarksnære deker av myra (såkalte ‘myrflatearter’)
MX.0|en|<class>|natural soil / ground
MX.0|en|<description>|natural soil / ground
MX.0|nb|<class>|naturlig mark/bunn
MX.0|nb|<description>|naturlig mark/bunn
MX.a|en|<class>|boreal moor
MX.a|en|<description>|solid forest land that has been deforested and kept open for a long enough time that the forest land ecosystem processes no longer apply
MX.a|nb|<class>|boreal hei
MX.a|nb|<description>|fastmarksskogsmark som er avskoget og holdt åpen i lang nok tid til at skogsmarkas økosystemprosesser ikke lenger gjør seg gjeldende
NG.0|en|<class>|without natural fertilizer
NG.0|en|<description>|oligotrophic without observable effect of natural fertilization on the species composition
NG.0|nb|<class>|uten naturlig gjødslingspreg
NG.0|nb|<description>|oligotrof uten observerbar effekt av naturlig gjødsling på artssammensetningen
NG.a|en|<class>|observable natural fertilizer character
NG.a|en|<description>|oligotrophic, but with observable effect of natural fertilization on the species composition compared to nature not affected by natural fertilization
NG.a|nb|<class>|observerbart naturlig gjødslingspreget
NG.a|nb|<description>|oligotrof, men med observerbar (< 1 ØAE) effekt av naturlig gjødsling på artssammensetningen sammenliknet med natur som ikke er påvirket av naturlig gjødsling
NG.b|en|<class>|slightly naturally fertilized
NG.b|en|<description>|mesotrophic; clear fertilizer character on the species composition; in contrast to the adjoining nature which lacks this character
NG.b|nb|<class>|litt naturlig gjødslingspreget
NG.b|nb|<description>|mesotrof; tydelig gjødslingspreg på artssammensetningen; til forskjell fra tilgrensende natur som mangler dette preget
NG.c|en|<class>|rather strongly naturally fertilized
NG.c|en|<description>|eutrophic; the fertilization effect is so strong that the plant density is reduced in relation to step NG.b
NG.c|nb|<class>|temmelig sterkt naturlig gjødslingspreget
NG.c|nb|<description>|eutrof; gjødslingspåvirkningen er så sterk at planteartstettheten reduseres i forhold til trinn NG∙b
NG.d|en|<class>|very strongly naturally fertilized
NG.d|en|<description>|eutrophic; the fertilization effect is so strong that the vegetation is often dominated by a single species
NG.d|nb|<class>|svært sterkt naturlig gjødslingspreget
NG.d|nb|<description>|eutrof; gjødslingspåvirkningen er så sterk at vegetasjonen ofte er dominert av en enkelt art
NG.¤|en|<class>|over-fertilized
NG.¤|en|<description>|hypertrophyc; the effect of fertilization is so strong that plants occur only sporadically (more or less vegetation-free soil)
NG.¤|nb|<class>|overgjødslet
NG.¤|nb|<description>|hypertrof; gjødslingspåvirkningen er så sterk at planter bare sporadisk forekommer (mer eller mindre vegetasjonsfri mark)
OF.0|en|<class>|stable soil
OF.0|en|<description>|without visible traces of frost processes (on the species composition)
OF.0|nb|<class>|stabil jord
OF.0|nb|<description>|uten synlige spor etter frostprosesser (på artssammensetningen)
OF.a|en|<class>|slight freezing
OF.a|en|<description>|observable signs of frost processes; is primarily reflected in a reduced number of species with a low tolerance to the effects of frost on the field
OF.a|nb|<class>|svak oppfrysing
OF.a|nb|<description>|observerbart preg av frostprosesser; gir seg først og fremst utslag i redusert mengde av arter med lav toleranse overfor frostvirkning på marka
OF.b|en|<class>|strong freezing
OF.b|en|<description>|freezing land with dominance of species that have a high tolerance to soil agitation (small bogs on fine soil) or sparse species inventory (on rocks and blocks)
OF.b|nb|<class>|sterk oppfrysing
OF.b|nb|<description>|oppfrysingsmark med dominans av arter som har stor toleranse overfor jordomrøring (små moser på finjord) eller sparsomt artsinventar (på steiner og blokker)
OM.0|en|<class>|oxic
OM.0|en|<description>|episodes of low oxygen content (<2 ml O2 / L water) never occur
OM.0|nb|<class>|oksisk
OM.0|nb|<description>|episoder med lavt oksygeninnhold (< 2 ml O2/L vann) inntreffer aldri
OM.a|en|<class>|periodically hypoxic
OM.a|en|<description>|periodic low oxygen content (<2 ml O2 / L water) occurs at least once every 6 years; the species composition contains species with tolerance to anoxic conditions to an extent that makes it observably different from oxic environments
OM.a|nb|<class>|periodisk hypoksisk
OM.a|nb|<description>|periodisk lavt oksygeninnhold (< 2 ml O2/L vann) inntreffer minst én gang hvert 6. år; artssammensetningen inneholder arter med toleranse for anoksiske forhold i et omfang som gjør den observerbart forskjellig fra oksiske miljøer
OM.b|en|<class>|periodically anoxic
OM.b|en|<description>|periodisk oksygenmangel (oksygenfrie forhold) inntreffer minst hvert 6. år; arter med stor toleranse for anoksiske forhold dominerer
OM.b|nb|<class>|periodisk anoksisk
OM.b|nb|<description>|periodisk oksygenmangel (oksygenfrie forhold) inntreffer minst hvert 6. år; arter med stor toleranse for anoksiske forhold dominerer
OM.¤|en|<class>|anoxic
OM.¤|en|<description>|at least 6 years between each time the bottom is in contact with water with an oxygen content above the limit value of 2 ml O2 / L water; species that are sensitive to anoxic conditions are completely missing
OM.¤|nb|<class>|anoksisk
OM.¤|nb|<description>|minst 6 år mellom hver gang bunnen er i kontakt med vann med oksygeninnhold over grenseverdien 2 ml O2/L vann; arter som er følsomme for anoksiske forhold mangler fullstendig
OR.0|en|<class>|not irrigated
OR.0|en|<description>|on rock that is not or only insignificantly irrigated by surface runoff after precipitation and / or snowmelt
OR.0|nb|<class>|ikke overrislet
OR.0|nb|<description>|på berg som ikke eller bare i ubetydelig grad overrisles av overflateavrenning etter nedbør og/eller snøsmelting
OR.ab|en|<class>|leachate affected
OR.ab|en|<description>|places on rock which, due to surface runoff in periods after prolonged and / or concentrated precipitation, have a species composition that is observable or significant, but not significantly different from the species composition on rock without such surface runoff
OR.ab|nb|<class>|sigevannspåvirket
OR.ab|nb|<description>|steder på berg som på grunn av overflateavrenning i perioder etter langvarig og/eller konsentrert nedbør har en artssammensetning som er observerbart eller betydelig, men ikke vesentlig forskjellig fra artssammensetningen på berg uten slik overflateavrenning
OR.c|en|<class>|irrigated
OR.c|en|<description>|on rocks which for long periods after precipitation, e.g. due to the supply of leachate from overlying bogs, springs and / or snowdrifts, has a species composition that is significantly different from the species composition on rock without irrigation
OR.c|nb|<class>|overrislet
OR.c|nb|<description>|på berg som i lange perioder etter nedbør, f.eks. på grunn av tilførsel av sigevann fra ovenforliggende myrer, kilder og/eller snøfonner, har en artssammensetning som er vesentlig forskjellig fra artssammensetningen på berg uten overrisling
PF.0|en|<class>|without permafrost
PF.0|en|<description>|soil without permafrost
PF.0|nb|<class>|uten permafrost
PF.0|nb|<description>|mark uten permafrost
PF.a|en|<class>|permafrost with thin active layer
PF.a|en|<description>|mark der det aktive laget (over permafrost) bare er noen desimeter tykt og økosystemet sterkt preges av fryse-tineprosesser
PF.a|nb|<class>|permafrost med tynt aktivt lag
PF.a|nb|<description>|mark der det aktive laget (over permafrost) bare er noen desimeter tykt og økosystemet sterkt preges av fryse-tineprosesser
RU.0|en|<class>|without rasp character
RU.0|en|<description>|stable soil that is never affected by landslides and with a species composition that also does not indicate landslide exposure
RU.0|nb|<class>|uten raspreg
RU.0|nb|<description>|stabil mark som aldri påvirkes av ras og med en artssammensetning som heller ikke indikerer rasutsatthet
RU.a|en|<class>|observably raspy
RU.a|en|<description>|weak but observable (<1 ØAE) effect of landslide impact on species composition (compared to nature not affected by landslide); landslide-exposed forest land, mountain heath and leeward side with an observable sign of landslide impact
RU.a|nb|<class>|observerbart raspreget
RU.a|nb|<description>|svak, men observerbar (< 1 ØAE) effekt av raspåvirkning på artssammensetningen (sammenliknet med natur som ikke påvirkes av ras); rasutsatt skogsmark, fjellhei og leside med observerbart preg av raspåvirkning
RU.b|en|<class>|a little raspy
RU.b|en|<description>|clear effect of landslide on species composition; in contrast to the adjoining nature which lacks this character
RU.b|nb|<class>|litt raspreget
RU.b|nb|<description>|klar effekt av ras på artssammensetningen; til forskjell fra tilgrensende natur som mangler dette preget
RU.c|en|<class>|rather strongly raspy
RU.c|en|<description>|very clear effect of landslides on the species composition
RU.c|nb|<class>|temmelig sterkt raspreget
RU.c|nb|<description>|meget klar effekt av ras på artssammensetningen
RU.de|en|<class>|very strongly raspy
RU.de|en|<description>|the effect of landslides is so strong that clear species thinning takes place and rastolerant species dominate
RU.de|nb|<class>|svært sterkt raspreget
RU.de|nb|<description>|effekten av ras så sterk at tydelig artsuttynning finner sted og rastolerante arter dominerer
RU.¤|en|<class>|disturbingly raspy
RU.¤|en|<description>|area with such a strong landslide impact that permanent communities of perennial species are not maintained
RU.¤|nb|<class>|disruptivt raspreg
RU.¤|nb|<description>|område med så sterk raspåvirkning at permanente samfunn av flerårige arter ikke opprettholdes
SA.0|en|<class>|fresh (hypohaline)
SA.0|en|<description>|not salt affected
SA.0|en|salt concentration (‰)|<0.5
SA.0|nb|<class>|fersk (hypohalin)
SA.0|nb|<description>|ikke saltpåvirket
SA.0|nb|saltkonsentrasjon (‰)|<0,5
SA.a|en|<class>|slightly brakish (oligohaline)
SA.a|en|<description>|litt saltpåvirket
SA.a|en|salt concentration (‰)|0.5-5
SA.a|nb|<class>|litt brakk (oligohalin)
SA.a|nb|<description>|litt saltpåvirket
SA.a|nb|saltkonsentrasjon (‰)|0,5-5
SA.bc|en|<class>|pretty brackish (mesohalin)
SA.bc|en|<description>|rather salty
SA.bc|en|salt concentration (‰)|5-18
SA.bc|nb|<class>|temmelig brakk (mesohalin)
SA.bc|nb|<description>|temmelig saltpåvirket
SA.bc|nb|saltkonsentrasjon (‰)|5-18
SA.de|en|<class>|rather salty (polyhaline)
SA.de|en|<description>|svært saltpåvirket
SA.de|en|salt concentration (‰)|18-30
SA.de|nb|<class>|temmelig salt (polyhalin)
SA.de|nb|<description>|svært saltpåvirket
SA.de|nb|saltkonsentrasjon (‰)|18-30
SA.f|en|<class>|normal salt (euhalin)
SA.f|en|<description>|very salty
SA.f|en|salt concentration (‰)|30-34.8
SA.f|nb|<class>|normalsalt (euhalin)
SA.f|nb|<description>|svært saltpåvirket
SA.f|nb|saltkonsentrasjon (‰)|30-34,8
SA.+|en|<class>|weakly salt-rich (weakly metahaline)
SA.+|en|<description>|normal salt
SA.+|en|salt concentration (‰)|34.8-35.5
SA.+|nb|<class>|svakt saltanriket (svakt metahalin)
SA.+|nb|<description>|normalsalt
SA.+|nb|saltkonsentrasjon (‰)|34,8-35,5
SE.0|en|<class>|without sedimentation
SE.0|en|<description>|good mass balance; balance between supply (sedimentation) and removal (erosion) of material
SE.0|nb|<class>|uten sedimentasjonspreg
SE.0|nb|<description>|god massebalanse; balanse mellom tilførsel (sedimentasjon) og fjerning (erosjon) av materiale
SE.a|en|<class>|slightly sedimentary
SE.a|en|<description>|good mass balance; balance between supply (sedimentation) and removal (erosion) of material
SE.a|nb|<class>|litt sedimentasjonspreget
SE.a|nb|<description>|svakt positiv massebalanse, men med artssammensetning som bærer observerbart preg av sedimentasjon
SE.b|en|<class>|clearly sedimentation-characterized
SE.b|en|<description>|clearly positive mass balance; the substrate is supplied with clearly more new material by sedimentation than the amount of material eroded away; the species composition consists primarily of sedimentation-tolerant species
SE.b|nb|<class>|klart sedimentasjons-preget
SE.b|nb|<description>|klart positiv massebalanse; substratet tilføres klart mer nytt materiale ved sedimentasjon enn mengden materiale som eroderes vekk; artssammensetningen består først og fremst av sedimentasjonstolerante arter
SE.¤|en|<class>|characterized by disruptive sedimentation
SE.¤|en|<description>|sedimentation with such a high intensity (combination of strong disturbance and high disturbance frequency) that the establishment and maintenance of permanent populations of site-associated organisms is prevented
SE.¤|nb|<class>|preget av disruptiv sedimentasjon
SE.¤|nb|<description>|sedimentasjon med så høy intensitet (kombinasjon av sterk forstyrrelsesgrad og høy forstyrrelsesfrekvens) at etablering og opprettholdelse av permanente populasjoner av stedstilknyttete organismer forhindres
SF.0|en|<class>|normal salt
SF.0|en|<description>|field in the spring belt with normally saline soil
SF.0|nb|<class>|normalsalt
SF.0|nb|<description>|mark i fjærebeltet med normalt saltholdig jord
SF.a|en|<class>|slightly salty
SF.a|en|<description>|weak, but observable sign of salt enrichment (on the species composition)
SF.a|nb|<class>|litt saltanriket
SF.a|nb|<description>|svakt, men observerbart preg av saltanriking (på artssammensetningen)
SF.b|en|<class>|clearly salt-rich
SF.b|en|<description>|klart preg av saltanriking på artssammensetningen
SF.b|nb|<class>|klart saltanriket
SF.b|nb|<description>|klart preg av saltanriking på artssammensetningen
SF.¤|en|<class>|disruptive salt enrichment
SF.¤|en|<description>|so strong salt enrichment that a stable species composition is not maintained
SF.¤|nb|<class>|disruptivt saltanriket
SF.¤|nb|<description>|så sterk saltanriking at det ikke opprettholdes en stabil artssammensetning
SH.0|en|<class>|normal naked ground / bottom
SH.0|en|Ecological structuring process|normal
SH.0|nb|<class>|desc_nb
SH.0|nb|Økologisk strukturerende prosess|normal
SH.a|en|<class>|avalanche
SH.a|en|Ecological structuring process|mass transport on slopes (landslides)
SH.a|nb|<class>|skredmark
SH.a|nb|Økologisk strukturerende prosess|massetransport i skråninger (skred)
SH.b|en|<class>|glacier foreland and snow melting area
SH.b|en|Ecological structuring process|glacial melting
SH.b|nb|<class>|breforland og snøavsmeltingsområde
SH.b|nb|Økologisk strukturerende prosess|breavsmelting
SH.c|en|<class>|moraine weathering
SH.c|en|Ecological structuring process|weathering and deposition of moraine material
SH.c|nb|<class>|blokkmark
SH.c|nb|Økologisk strukturerende prosess|forvitring og avsetning av morenemateriale
SH.d|en|<class>|polar desert
SH.d|en|Ecological structuring process|weathering
SH.d|nb|<class>|polarørken
SH.d|nb|Økologisk strukturerende prosess|forvitring
SH.e|en|<class>|gravel and stone dominated beach and shoreline
SH.e|en|Ecological structuring process|land uplift and wave erosion
SH.e|nb|<class>|grus- og steindominert strand og strandlinje
SH.e|nb|Økologisk strukturerende prosess|landheving og bølgeerosjon
SM.0|en|<class>|ocean
SM.0|en|<description>|in direct connection with the world's oceans
SM.0|nb|<class>|hav
SM.0|nb|<description>|i direkte sammenheng med verdenshavene
SM.a|en|<class>|fjord
SM.a|en|<description>|long and narrow sea indentation that is over-deepened within a marked threshold near the estuary, and with limited replacement of the bottom water
SM.a|en|Criterium|marked threshold
SM.a|nb|<class>|fjord
SM.a|nb|<description>|lang og smal havinnbukting som er overfordypet innenfor en markert terskel nær munningen, og med begrenset utskifting av bunnvannet
SM.a|nb|Kriterium|markert terskel
SM.b|en|<class>|large and deep water body
SM.b|en|<description>|very small environmental variability [large, deep water body; either a lake or a pollen, ie a body of salt water which is physically delimited from the sea, which is regularly, but not permanently, supplied with sea water, which is separated from the sea by a threshold above the lowest spring level, and which has a permanent outlet to (and inlet) from) the sea]
SM.b|en|Criterium|lake or threshold above the lowest spring level,> 5 km2 and average depth> 15 m
SM.b|nb|<class>|stor og dyp vannforekomst
SM.b|nb|<description>|svært liten miljøvariabilitet [stor, dyp vannforekomst; enten en innsjø eller en poll, det vil si en saltvannforekomst som er fysisk avgrenset fra havet, som regelmessig, men ikke permanent, tilføres havvann, som er skilt fra havet av en terskel ovenfor laveste fjærenivå, og som har permanent utløp til (og innløp fra) havet]
SM.b|nb|Kriterium|innsjø eller terskel ovenfor laveste fjærenivå, >5 km2 og middeldybde > 15 m
SM.c|en|<class>|large or deep body of water
SM.c|en|<description>|small environmental variability [layered, relatively deep, small – medium-sized water body]
SM.c|en|Criterium|<5 km2 or mean depth <15 m
SM.c|nb|<class>|stor eller dyp vannforekomst
SM.c|nb|<description>|liten miljøvariabilitet [sjiktet, relativt dyp, liten–middels stor vannforekomst]
